2016-12-12-11-15-21    UserID [38]    Transaction Complete 
2016-12-12-11-15-21    UserID [0]    Transaction Complete 
2016-12-12-11-15-21    UserID [41]    Transaction Complete 
2016-12-12-11-15-21    UserID [2]    Transaction Complete 
2016-12-12-11-15-21    UserID [37]    Transaction Complete 
2016-12-12-11-15-21    UserID [29]    Transaction Complete 
2016-12-12-11-15-21    UserID [27]    Transaction Complete 
2016-12-12-11-15-21    UserID [35]    Transaction Complete 
2016-12-12-11-15-21    UserID [46]    Transaction Complete 
2016-12-12-11-15-21    UserID [5]    Transaction Complete 
2016-12-12-11-15-21    UserID [22]    Transaction Complete 
2016-12-12-11-15-21    UserID [31]    Transaction Complete 
2016-12-12-11-15-21    UserID [18]    Transaction Complete 
2016-12-12-11-15-21    UserID [28]    Transaction Complete 
2016-12-12-11-15-21    UserID [33]    Transaction Complete 
2016-12-12-11-15-21    UserID [49]    Transaction Complete 
2016-12-12-11-15-21    UserID [20]    Transaction Complete 
2016-12-12-11-15-21    UserID [3]    Transaction Complete 
2016-12-12-11-15-21    UserID [47]    Transaction Complete 
2016-12-12-11-15-21    UserID [21]    Transaction Complete 
2016-12-12-11-15-21    UserID [25]    Transaction Complete 
2016-12-12-11-15-21    UserID [12]    Transaction Complete 
2016-12-12-11-15-21    UserID [23]    Transaction Complete 
2016-12-12-11-15-21    UserID [40]    Transaction Complete 
2016-12-12-11-15-21    UserID [34]    Transaction Complete 
2016-12-12-11-15-22    UserID [24]    Transaction Complete 
2016-12-12-11-15-22    UserID [48]    Transaction Complete 
2016-12-12-11-15-22    UserID [17]    Transaction Complete 
2016-12-12-11-15-22    UserID [6]    Transaction Complete 
2016-12-12-11-15-22    UserID [32]    Transaction Complete 
2016-12-12-11-15-22    UserID [26]    Transaction Complete 
2016-12-12-11-15-22    UserID [30]    Transaction Complete 
2016-12-12-11-15-22    UserID [15]    Transaction Complete 
2016-12-12-11-15-22    UserID [10]    Transaction Complete 
2016-12-12-11-15-22    UserID [45]    Transaction Complete 
2016-12-12-11-15-22    UserID [7]    Transaction Complete 
2016-12-12-11-15-22    UserID [39]    Transaction Complete 
2016-12-12-11-15-22    UserID [8]    Transaction Complete 
2016-12-12-11-15-22    UserID [44]    Transaction Complete 
2016-12-12-11-15-22    UserID [1]    Transaction Complete 
2016-12-12-11-15-22    UserID [36]    Transaction Complete 
2016-12-12-11-15-22    UserID [16]    Transaction Complete 
2016-12-12-11-15-22    UserID [2]    Transaction Complete 
2016-12-12-11-15-22    UserID [13]    Transaction Complete 
2016-12-12-11-15-22    UserID [9]    Transaction Complete 
2016-12-12-11-15-22    UserID [14]    Transaction Complete 
2016-12-12-11-15-22    UserID [19]    Transaction Complete 
2016-12-12-11-15-22    UserID [22]    Transaction Complete 
2016-12-12-11-15-22    UserID [11]    Transaction Complete 
2016-12-12-11-15-22    UserID [38]    Transaction Complete 
2016-12-12-11-15-22    UserID [37]    Transaction Complete 
2016-12-12-11-15-22    UserID [4]    Transaction Complete 
2016-12-12-11-15-22    UserID [0]    Transaction Complete 
2016-12-12-11-15-22    UserID [43]    Transaction Complete 
2016-12-12-11-15-22    UserID [35]    Transaction Complete 
2016-12-12-11-15-22    UserID [18]    Transaction Complete 
2016-12-12-11-15-22    UserID [29]    Transaction Complete 
2016-12-12-11-15-22    UserID [41]    Transaction Complete 
2016-12-12-11-15-22    UserID [28]    Transaction Complete 
2016-12-12-11-15-22    UserID [20]    Transaction Complete 
2016-12-12-11-15-22    UserID [31]    Transaction Complete 
2016-12-12-11-15-22    UserID [42]    Transaction Complete 
2016-12-12-11-15-22    UserID [49]    Transaction Complete 
2016-12-12-11-15-22    UserID [46]    Transaction Complete 
2016-12-12-11-15-22    UserID [33]    Transaction Complete 
2016-12-12-11-15-22    UserID [21]    Transaction Complete 
2016-12-12-11-15-22    UserID [47]    Transaction Complete 
2016-12-12-11-15-22    UserID [5]    Transaction Complete 
2016-12-12-11-15-22    UserID [3]    Transaction Complete 
2016-12-12-11-15-23    UserID [27]    Transaction Complete 
2016-12-12-11-15-23    UserID [12]    Transaction Complete 
2016-12-12-11-15-23    UserID [23]    Transaction Complete 
2016-12-12-11-15-23    UserID [40]    Transaction Complete 
2016-12-12-11-15-23    UserID [25]    Transaction Complete 
2016-12-12-11-15-23    UserID [34]    Transaction Complete 
2016-12-12-11-15-23    UserID [48]    Transaction Complete 
2016-12-12-11-15-23    UserID [24]    Transaction Complete 
2016-12-12-11-15-23    UserID [17]    Transaction Complete 
2016-12-12-11-15-23    UserID [32]    Transaction Complete 
2016-12-12-11-15-23    UserID [30]    Transaction Complete 
2016-12-12-11-15-23    UserID [1]    Transaction Complete 
2016-12-12-11-15-23    UserID [39]    Transaction Complete 
2016-12-12-11-15-23    UserID [44]    Transaction Complete 
2016-12-12-11-15-23    UserID [45]    Transaction Complete 
2016-12-12-11-15-23    UserID [6]    Transaction Complete 
2016-12-12-11-15-23    UserID [36]    Transaction Complete 
2016-12-12-11-15-23    UserID [10]    Transaction Complete 
2016-12-12-11-15-23    UserID [8]    Transaction Complete 
2016-12-12-11-15-23    UserID [26]    Transaction Complete 
2016-12-12-11-15-23    UserID [15]    Transaction Complete 
2016-12-12-11-15-23    UserID [13]    Transaction Complete 
2016-12-12-11-15-23    UserID [16]    Transaction Complete 
2016-12-12-11-15-23    UserID [7]    Transaction Complete 
2016-12-12-11-15-23    UserID [18]    Transaction Complete 
2016-12-12-11-15-23    UserID [2]    Transaction Complete 
2016-12-12-11-15-23    UserID [0]    Transaction Complete 
2016-12-12-11-15-23    UserID [9]    Transaction Complete 
2016-12-12-11-15-23    UserID [43]    Transaction Complete 
2016-12-12-11-15-23    UserID [11]    Transaction Complete 
2016-12-12-11-15-23    UserID [4]    Transaction Complete 
2016-12-12-11-15-24    UserID [19]    Transaction Complete 
2016-12-12-11-15-24    UserID [29]    Transaction Complete 
2016-12-12-11-15-24    UserID [37]    Transaction Complete 
2016-12-12-11-15-24    UserID [14]    Transaction Complete 
2016-12-12-11-15-24    UserID [28]    Transaction Complete 
2016-12-12-11-15-24    UserID [46]    Transaction Complete 
2016-12-12-11-15-24    UserID [22]    Transaction Complete 
2016-12-12-11-15-24    UserID [42]    Transaction Complete 
2016-12-12-11-15-24    UserID [38]    Transaction Complete 
2016-12-12-11-15-24    UserID [49]    Transaction Complete 
2016-12-12-11-15-24    UserID [41]    Transaction Complete 
2016-12-12-11-15-24    UserID [20]    Transaction Complete 
2016-12-12-11-15-24    UserID [35]    Transaction Complete 
2016-12-12-11-15-24    UserID [47]    Transaction Complete 
2016-12-12-11-15-24    UserID [33]    Transaction Complete 
2016-12-12-11-15-24    UserID [3]    Transaction Complete 
2016-12-12-11-15-24    UserID [31]    Transaction Complete 
2016-12-12-11-15-24    UserID [5]    Transaction Complete 
2016-12-12-11-15-24    UserID [12]    Transaction Complete 
2016-12-12-11-15-24    UserID [21]    Transaction Complete 
2016-12-12-11-15-24    UserID [23]    Transaction Complete 
2016-12-12-11-15-24    UserID [25]    Transaction Complete 
2016-12-12-11-15-24    UserID [40]    Transaction Complete 
2016-12-12-11-15-24    UserID [27]    Transaction Complete 
2016-12-12-11-15-24    UserID [24]    Transaction Complete 
2016-12-12-11-15-24    UserID [34]    Transaction Complete 
2016-12-12-11-15-24    UserID [48]    Transaction Complete 
2016-12-12-11-15-24    UserID [1]    Transaction Complete 
2016-12-12-11-15-24    UserID [32]    Transaction Complete 
2016-12-12-11-15-24    UserID [17]    Transaction Complete 
2016-12-12-11-15-24    UserID [26]    Transaction Complete 
2016-12-12-11-15-25    UserID [8]    Transaction Complete 
2016-12-12-11-15-25    UserID [44]    Transaction Complete 
2016-12-12-11-15-25    UserID [45]    Transaction Complete 
2016-12-12-11-15-25    UserID [36]    Transaction Complete 
2016-12-12-11-15-25    UserID [39]    Transaction Complete 
2016-12-12-11-15-25    UserID [7]    Transaction Complete 
2016-12-12-11-15-25    UserID [15]    Transaction Complete 
2016-12-12-11-15-25    UserID [6]    Transaction Complete 
2016-12-12-11-15-25    UserID [10]    Transaction Complete 
2016-12-12-11-15-25    UserID [30]    Transaction Complete 
2016-12-12-11-15-25    UserID [16]    Transaction Complete 
2016-12-12-11-15-25    UserID [13]    Transaction Complete 
2016-12-12-11-15-25    UserID [18]    Transaction Complete 
2016-12-12-11-15-25    UserID [29]    Transaction Complete 
2016-12-12-11-15-25    UserID [46]    Transaction Complete 
2016-12-12-11-15-25    UserID [4]    Transaction Complete 
2016-12-12-11-15-25    UserID [9]    Transaction Complete 
2016-12-12-11-15-25    UserID [14]    Transaction Complete 
2016-12-12-11-15-25    UserID [2]    Transaction Complete 
2016-12-12-11-15-25    UserID [22]    Transaction Complete 
2016-12-12-11-15-25    UserID [43]    Transaction Complete 
2016-12-12-11-15-25    UserID [19]    Transaction Complete 
2016-12-12-11-15-25    UserID [11]    Transaction Complete 
2016-12-12-11-15-25    UserID [20]    Transaction Complete 
2016-12-12-11-15-25    UserID [0]    Transaction Complete 
2016-12-12-11-15-25    UserID [28]    Transaction Complete 
2016-12-12-11-15-25    UserID [37]    Transaction Complete 
2016-12-12-11-15-25    UserID [47]    Transaction Complete 
2016-12-12-11-15-25    UserID [21]    Transaction Complete 
